Date,Open,High,Low,Close,Adj Close,Volume
2016-03-21,509.1487731933594,515.8601684570312,506.57318115234375,513.7799072265625,499.1230773925781,5864774
2016-03-22,513.6312866210938,521.1846923828125,512.962646484375,519.00537109375,504.1994934082031,7076381
2016-03-23,518.5347900390625,518.5347900390625,506.39984130859375,509.7679138183594,495.22552490234375,7756138
2016-03-28,510.1641540527344,511.00616455078125,503.0565185546875,505.4092102050781,490.9911804199219,8339413
2016-03-29,507.09326171875,516.1077880859375,505.3101501464844,513.2598266601562,498.61785888671875,7324579
2016-03-30,516.4545288085938,520.93701171875,516.4545288085938,518.609130859375,503.8145751953125,6670193
2016-03-31,515.6124877929688,523.0421142578125,511.50146484375,517.6928100585938,502.92437744140625,14229585
2016-04-01,514.6714477539062,518.2376098632812,507.6876220703125,512.3682861328125,497.75177001953125,5713883
2016-04-04,515.1171875,516.2068481445312,507.8362121582031,512.6654663085938,498.0404357910156,3983929
2016-04-05,510.83282470703125,516.305908203125,506.30078125,508.6534729003906,494.14288330078125,4734755
2016-04-06,511.20428466796875,513.4827270507812,506.4989013671875,512.0215454101562,497.4148864746094,3226244
2016-04-07,512.5911254882812,519.0796508789062,506.2512512207031,513.755126953125,499.0989685058594,4056197
2016-04-08,513.08642578125,522.2743530273438,510.7585144042969,513.309326171875,498.66595458984375,6189521
2016-04-11,513.6312866210938,517.8413696289062,511.6500549316406,515.2658081054688,500.56658935546875,4757307
2016-04-12,515.2658081054688,523.76025390625,514.1513671875,518.782470703125,503.98297119140625,5152580
2016-04-13,521.333251953125,529.9268188476562,521.333251953125,528.0198974609375,512.9568481445312,7401784
2016-04-18,527.8960571289062,528.391357421875,522.744873046875,527.3759765625,512.3313598632812,8798824
2016-04-20,529.5801391601562,529.5801391601562,513.0369262695312,513.7799072265625,499.1230773925781,10008978
2016-04-21,515.8106079101562,521.0608520507812,512.6406860351562,515.6868286132812,500.97564697265625,5252190
2016-04-22,514.6218872070312,518.8319702148438,509.81744384765625,514.5971069335938,499.9169921875,5401895
2016-04-25,517.3212890625,517.3212890625,501.3972473144531,503.6756591796875,489.3070983886719,28224196
2016-04-26,502.9327087402344,507.1427917480469,499.0198059082031,503.7004089355469,489.3311462402344,12197088
2016-04-27,504.17095947265625,508.1581726074219,503.2298889160156,504.9139099121094,490.5100402832031,6692966
2016-04-28,502.2392578125,504.8148498535156,490.8224792480469,493.6705017089844,479.58734130859375,28589468
2016-04-29,492.0607604980469,494.5868225097656,484.8293151855469,486.7362365722656,472.8508605957031,10835868
2016-05-02,484.9035949707031,491.5406799316406,484.4082946777344,488.8412780761719,474.8958740234375,4901531
2016-05-03,489.361328125,492.8037109375,481.8079528808594,483.3186340332031,469.5307922363281,8109395
2016-05-04,482.45184326171875,487.2315368652344,481.9317626953125,484.45782470703125,470.63751220703125,6251608
2016-05-05,485.3988952636719,487.1076965332031,480.8916320800781,483.04620361328125,469.26611328125,9998709
2016-05-06,481.9317626953125,483.8139343261719,478.9599304199219,479.92578125,466.2347412109375,6806351
2016-05-09,482.92236328125,488.3707275390625,481.83270263671875,486.9343566894531,473.0433654785156,7082682
2016-05-10,486.9343566894531,487.7268371582031,484.4082946777344,486.66192626953125,472.7787170410156,3345090
2016-05-11,481.33740234375,485.7703857421875,480.44586181640625,483.1205139160156,469.33831787109375,5694872
2016-05-12,483.4176940917969,492.4322204589844,482.9471435546875,491.7388000488281,477.71075439453125,5900836
2016-05-13,489.8318786621094,490.6243591308594,482.92236328125,484.4825744628906,470.66156005859375,6760184
2016-05-16,483.9129943847656,486.6371765136719,480.9906921386719,483.3929138183594,469.6029968261719,4304563
2016-05-17,485.5227355957031,486.9343566894531,478.63800048828125,480.02484130859375,466.33099365234375,5610730
2016-05-18,478.41510009765625,481.6841125488281,477.5235595703125,480.71826171875,467.0046081542969,3797607
2016-05-19,481.2878723144531,481.3869323730469,468.36041259765625,471.1341247558594,457.69390869140625,4215701
2016-05-20,471.5303649902344,472.76861572265625,461.30230712890625,462.71392822265625,449.51385498046875,8558338
2016-05-23,464.2741394042969,465.93341064453125,458.47906494140625,460.6336669921875,447.49298095703125,8475783
2016-05-24,459.6678161621094,467.56793212890625,459.6678161621094,465.8096008300781,452.5212707519531,5668703
2016-05-25,470.4654541015625,471.9266052246094,466.15631103515625,471.1341247558594,457.69390869140625,4264311
2016-05-26,470.5397644042969,471.7284851074219,467.6174621582031,468.97955322265625,455.6007995605469,6548694
2016-05-27,470.0692138671875,483.86346435546875,469.9206237792969,482.7737731933594,469.0014343261719,6184833
2016-05-30,483.6158142089844,486.1418762207031,477.9693298339844,479.8019714355469,466.1144714355469,4445929
2016-05-31,479.9505615234375,481.9317626953125,473.7592468261719,474.4278869628906,460.8936462402344,10768049
2016-06-01,474.4774169921875,478.51416015625,471.4313049316406,472.3228454589844,458.8486633300781,4173254
2016-06-02,472.76861572265625,474.0811767578125,468.1127624511719,473.6354064941406,460.12384033203125,4732138
2016-06-03,475.4927978515625,476.92919921875,473.4372863769531,475.3194580078125,461.75982666015625,3988879
2016-06-06,475.98809814453125,476.9787292480469,471.80279541015625,472.9172058105469,459.4261169433594,4002515
2016-06-07,474.1307067871094,475.9633483886719,471.3322448730469,473.0410461425781,459.5464172363281,8747391
2016-06-08,474.502197265625,474.502197265625,470.1187438964844,472.57049560546875,459.0892639160156,5600539
2016-06-09,475.4927978515625,483.64056396484375,473.61065673828125,481.01544189453125,467.2933044433594,7219470
2016-06-10,482.42706298828125,487.5782470703125,479.60382080078125,483.764404296875,469.9638366699219,7530182
2016-06-13,480.3963317871094,487.1076965332031,477.00347900390625,485.9437255859375,472.08099365234375,4713976
2016-06-14,485.86944580078125,488.07354736328125,480.0991516113281,483.54150390625,469.747314453125,5041354
2016-06-15,485.3988952636719,488.6183776855469,482.3032531738281,487.67730712890625,473.76513671875,5136069
2016-06-16,485.8941955566406,487.2067565917969,478.9847106933594,483.5662841796875,469.7713928222656,4325272
2016-06-17,483.9129943847656,484.7302551269531,480.4953918457031,482.8728332519531,469.0976867675781,4861844
2016-06-20,481.5107727050781,491.6397399902344,479.4552307128906,490.4510192871094,476.459716796875,4965096
2016-06-21,492.3826904296875,492.407470703125,485.25030517578125,488.9155578613281,474.96807861328125,6430108
2016-06-22,487.87542724609375,488.3211975097656,483.9625244140625,485.64654541015625,471.7923278808594,5901987
2016-06-23,485.3741455078125,486.3895263671875,480.44586181640625,485.6217956542969,471.76824951171875,4540016
2016-06-24,477.9197998046875,477.9197998046875,462.31768798828125,471.2579345703125,457.81414794921875,11530618
2016-06-27,465.8343505859375,474.7003173828125,465.8343505859375,473.3382263183594,459.8350830078125,4228907
2016-06-28,473.709716796875,476.2605285644531,473.0162658691406,474.40313720703125,460.8696594238281,3509696
2016-06-29,476.4833984375,479.92578125,475.4927978515625,478.910400390625,465.24835205078125,3472319
2016-06-30,481.43646240234375,484.16064453125,478.9847106933594,480.02484130859375,466.33099365234375,5887945
2016-07-01,481.8079528808594,483.8139343261719,480.44586181640625,482.1546630859375,468.4000244140625,3050603
2016-07-04,483.1700439453125,492.1350402832031,483.1700439453125,488.7174377441406,474.7756042480469,3601316
2016-07-05,488.4202575683594,496.74139404296875,485.5474853515625,491.88739013671875,477.8551025390625,5242583
2016-07-07,491.5902099609375,495.5526428222656,488.4450378417969,489.3117980957031,475.35296630859375,5551423
2016-07-08,488.86602783203125,489.8566589355469,483.5910339355469,484.6064147949219,470.7818298339844,3295393
2016-07-11,490.8472595214844,492.8037109375,488.1230773925781,491.5902099609375,477.5663757324219,3815035
2016-07-12,492.9523010253906,497.7815246582031,490.8472595214844,496.9890441894531,482.81121826171875,4507697
2016-07-13,497.8805847167969,503.57659912109375,497.3605041503906,499.638916015625,485.3855285644531,6883407
2016-07-14,499.3169860839844,502.288818359375,494.438232421875,497.73199462890625,483.5329895019531,4964987
2016-07-15,499.76275634765625,505.7064208984375,497.03857421875,501.34771728515625,487.04559326171875,6457762
2016-07-18,509.1735534667969,514.498046875,496.1717834472656,498.4006652832031,484.18255615234375,14817306
2016-07-19,498.2768249511719,506.6722412109375,492.9770812988281,504.1214294433594,489.7401428222656,7683649
2016-07-20,505.18634033203125,509.3221435546875,503.5022888183594,506.697021484375,492.24224853515625,5660441
2016-07-21,507.19232177734375,507.6876220703125,497.7815246582031,498.4501953125,484.2306823730469,3097170
2016-07-22,498.2768249511719,504.1214294433594,497.8310546875,502.6602783203125,488.3206787109375,3184126
2016-07-25,502.2392578125,507.0685119628906,498.94549560546875,506.57318115234375,492.12188720703125,3803482
2016-07-26,506.697021484375,512.5416259765625,502.8336486816406,507.21710205078125,492.74749755859375,4853316
2016-07-27,506.7217712402344,508.18292236328125,499.73797607421875,501.7934875488281,487.4786071777344,5090697
2016-07-28,502.7098083496094,510.41180419921875,501.76873779296875,508.3562927246094,493.85418701171875,7204399
2016-07-29,507.19232177734375,507.6380920410156,501.2486572265625,502.68505859375,488.34478759765625,4444057
2016-08-01,504.2204895019531,505.35968017578125,497.8063049316406,500.0104064941406,485.7463684082031,3681961
2016-08-02,499.2674560546875,505.2110900878906,498.4254150390625,501.6448974609375,487.3342590332031,3558227
2016-08-03,502.4374084472656,502.4374084472656,491.09490966796875,492.30841064453125,478.26409912109375,5479056
2016-08-04,494.8096923828125,495.30499267578125,487.08294677734375,491.8378601074219,477.8069763183594,4701579
2016-08-05,494.31439208984375,504.7157897949219,493.8438415527344,503.35369873046875,488.99432373046875,5588302
2016-08-08,505.16156005859375,512.1453857421875,504.5424499511719,509.79266357421875,495.2496032714844,6256252
2016-08-09,508.6782531738281,512.3930053710938,505.7064208984375,510.5108642578125,495.9472961425781,6133687
2016-08-10,510.7832946777344,512.4177856445312,496.2956237792969,497.11285400390625,482.93145751953125,6217306
2016-08-11,496.2708435058594,506.6227111816406,495.10687255859375,502.288818359375,487.9598083496094,6539201
2016-08-12,503.7251892089844,516.5535888671875,503.7251892089844,513.0369262695312,498.40130615234375,7552641
2016-08-16,513.2598266601562,517.4946899414062,502.98223876953125,507.6380920410156,493.1565246582031,6169134
2016-08-17,507.2418518066406,509.5697937011719,498.8711853027344,501.8925476074219,487.5748596191406,7147050
2016-08-18,503.2298889160156,507.01898193359375,503.2298889160156,504.2452697753906,489.8604736328125,3576481
2016-08-19,504.2204895019531,506.20172119140625,498.8216552734375,502.68505859375,488.34478759765625,3774054
2016-08-22,501.2486572265625,505.0625,498.8711853027344,501.17437744140625,486.8771667480469,3084774
2016-08-23,501.2486572265625,502.7345886230469,497.7815246582031,500.4809265136719,486.2034912109375,3378378
2016-08-24,501.1000671386719,506.17694091796875,500.75335693359375,505.4587707519531,491.039306640625,4024092
2016-08-25,505.80548095703125,509.6688537597656,499.76275634765625,501.5953674316406,487.2861633300781,6904382
2016-08-26,504.17095947265625,510.5603942871094,502.5364685058594,509.1240234375,494.6000061035156,4448703
2016-08-29,508.80206298828125,524.8994750976562,508.2324523925781,523.76025390625,508.81866455078125,7473162
2016-08-30,526.013916015625,529.2333984375,521.55615234375,528.1932373046875,513.125244140625,8385786
2016-08-31,527.4503173828125,531.9575805664062,518.5843505859375,525.0233154296875,510.04571533203125,10750870
2016-09-01,521.55615234375,531.3384399414062,508.0343322753906,509.7679138183594,495.22552490234375,19669605
2016-09-02,510.708984375,511.42718505859375,496.4442138671875,501.9173278808594,487.598876953125,12979505
2016-09-06,505.16156005859375,507.6876220703125,502.7345886230469,505.16156005859375,490.7505798339844,5312062
2016-09-07,506.20172119140625,508.7030029296875,501.76873779296875,504.0471496582031,489.6679992675781,5966010
2016-09-08,506.7217712402344,513.1112060546875,505.3101501464844,511.8481750488281,497.2464599609375,5633288
2016-09-09,512.6406860351562,520.020751953125,510.1641540527344,517.370849609375,502.6116027832031,7047053
2016-09-12,510.3622741699219,523.0421142578125,509.7431335449219,518.336669921875,503.5498962402344,15545572
2016-09-14,519.0796508789062,524.5280151367188,515.56298828125,517.4699096679688,502.70782470703125,8586131
2016-09-15,518.5843505859375,530.075439453125,518.5843505859375,527.4998168945312,512.45166015625,14477715
2016-09-16,528.4904174804688,541.7893676757812,524.5775146484375,532.7252807617188,517.5279541015625,18148264
2016-09-19,531.2393798828125,538.891845703125,530.4716796875,536.1181640625,520.8240966796875,7696922
2016-09-20,536.91064453125,537.2821044921875,529.5057983398438,532.056640625,516.87841796875,5321678
2016-09-21,531.9575805664062,537.3563842773438,529.4810791015625,531.0908203125,515.9401245117188,5050374
2016-09-22,536.4153442382812,542.7552490234375,534.43408203125,539.3623657226562,523.9757080078125,8658390
2016-09-23,539.3871459960938,549.51611328125,539.3871459960938,546.2223510742188,530.6400146484375,14346160
2016-09-26,546.51953125,559.4717407226562,544.9593505859375,548.4016723632812,532.7571411132812,17635483
2016-09-27,553.2556762695312,557.6886596679688,548.1044921875,550.0361938476562,534.3450317382812,8941345
2016-09-28,548.7484130859375,548.7979736328125,538.0498046875,540.2044067382812,524.7937622070312,11454533
2016-09-29,542.3590087890625,550.1600341796875,528.6885375976562,531.1898803710938,516.0363159179688,9811623
2016-09-30,528.9857177734375,542.1361083984375,528.1437377929688,536.7620239257812,521.449462890625,5168744
2016-10-03,538.3965454101562,548.773193359375,533.072021484375,540.2291870117188,524.81787109375,8364763
2016-10-04,541.3931274414062,548.946533203125,540.873046875,543.0276489257812,527.5364379882812,6051915
2016-10-05,546.8167114257812,548.0549926757812,537.8021850585938,539.5852661132812,524.1923217773438,4979551
2016-10-06,540.873046875,557.8372802734375,540.873046875,550.184814453125,534.4894409179688,9742744
2016-10-07,551.769775390625,556.2522583007812,548.0549926757812,549.2932739257812,533.6234741210938,7051893
2016-10-10,551.769775390625,555.7322387695312,541.8636474609375,543.0276489257812,527.5364379882812,5332013
2016-10-13,539.3871459960938,539.4119262695312,521.0608520507812,523.6116943359375,508.67437744140625,10124402
2016-10-14,526.5092163085938,535.9200439453125,525.840576171875,533.7654418945312,518.5384521484375,7045099
2016-10-17,534.9293823242188,535.3256225585938,524.4041748046875,525.3452758789062,510.3585510253906,4535058
2016-10-18,527.9951171875,536.29150390625,526.0386962890625,535.4742431640625,520.1985473632812,5110251
2016-10-19,537.1334838867188,542.2103881835938,535.622802734375,538.5698852539062,523.2058715820312,7879298
2016-10-20,541.8389282226562,543.8449096679688,536.9353637695312,538.6689453125,523.3020629882812,4672920
2016-10-21,543.349609375,543.349609375,524.2308349609375,527.1035766601562,512.0667114257812,20125461
2016-10-24,529.9763793945312,531.9575805664062,525.3452758789062,526.6578369140625,511.6336669921875,4851755
2016-10-25,527.4998168945312,527.6236572265625,522.1505126953125,525.4443359375,510.45477294921875,3534611
2016-10-26,523.0668334960938,524.7509155273438,521.1104125976562,522.0762329101562,507.1827087402344,5051543
2016-10-27,520.6151123046875,522.001953125,516.80126953125,519.4263305664062,504.6084899902344,5926800
2016-10-28,520.0702514648438,524.03271484375,516.9993896484375,522.5220336914062,507.6158752441406,3751056
2016-11-01,520.7141723632812,523.017333984375,518.782470703125,520.5655517578125,505.7151794433594,4718327
2016-11-02,515.6124877929688,516.52880859375,505.7064208984375,507.0685119628906,492.6031188964844,3248957
2016-11-03,507.1180419921875,512.516845703125,505.50830078125,507.1675720214844,492.6993713378906,3374427
2016-11-04,505.3349304199219,508.62872314453125,495.30499267578125,498.053955078125,483.84576416015625,5323812
2016-11-07,502.2392578125,503.5022888183594,494.83447265625,495.8746032714844,481.7285461425781,4387036
2016-11-08,498.12823486328125,498.12823486328125,494.4629821777344,497.03857421875,482.85931396484375,6198899
2016-11-09,470.5397644042969,499.76275634765625,460.6336669921875,497.5834045410156,483.38861083984375,9986923
2016-11-10,504.5176696777344,509.6440734863281,498.7721252441406,500.4561767578125,486.179443359375,4506126
2016-11-11,494.2401123046875,503.97283935546875,492.8780212402344,496.1717834472656,482.01727294921875,6818812
2016-11-15,493.5714416503906,495.30499267578125,485.176025390625,488.07354736328125,474.15008544921875,6685965
2016-11-16,492.8284912109375,493.72003173828125,485.74560546875,488.6431579589844,474.7033996582031,7638174
2016-11-17,488.3707275390625,494.3887023925781,482.62518310546875,484.2844543457031,470.4690856933594,5827994
2016-11-18,487.87542724609375,491.68927001953125,486.3895263671875,489.1136779785156,475.1604919433594,8382568
2016-11-21,489.1384582519531,492.11029052734375,486.98388671875,491.09490966796875,477.0852355957031,6106766
2016-11-22,494.1658020019531,499.16839599609375,491.9864501953125,496.023193359375,481.8729248046875,8143790
2016-11-23,497.7815246582031,500.5057067871094,495.0821228027344,499.76275634765625,485.50579833984375,6049298
2016-11-24,498.053955078125,498.053955078125,486.48858642578125,489.0393981933594,475.08837890625,8728712
2016-11-25,490.3519592285156,493.2742614746094,487.553466796875,492.1845703125,478.143798828125,4824964
2016-11-28,491.8378601074219,495.6021728515625,487.4296569824219,488.69268798828125,474.7515869140625,3836345
2016-11-29,489.8566589355469,497.434814453125,489.3861083984375,494.1658020019531,480.06854248046875,4562055
2016-11-30,495.2802429199219,495.2802429199219,488.69268798828125,490.376708984375,476.3875427246094,12735595
2016-12-01,495.30499267578125,502.7345886230469,492.8284912109375,494.1905517578125,480.0925598144531,5827748
2016-12-02,493.2742614746094,497.7815246582031,491.2434997558594,492.70465087890625,478.6490783691406,5760178
2016-12-05,492.8284912109375,495.1564025878906,488.6183776855469,492.2588806152344,478.21600341796875,1840098
2016-12-06,493.32379150390625,498.54925537109375,492.63037109375,497.8805847167969,483.6773376464844,3104218
2016-12-07,497.2862243652344,499.0693359375,493.49713134765625,494.8840026855469,480.7662353515625,2275593
2016-12-08,497.8063049316406,506.1026611328125,497.4595947265625,505.2358703613281,490.82275390625,4038380
2016-12-09,506.20172119140625,511.0804748535156,505.35968017578125,509.6440734863281,495.1052551269531,3802370
2016-12-12,505.4587707519531,515.959228515625,505.4587707519531,508.7773132324219,494.2632141113281,4164504
2016-12-13,509.1735534667969,515.6124877929688,508.9506530761719,515.0181274414062,500.32598876953125,4783826
2016-12-14,515.0181274414062,527.2274169921875,514.2256469726562,524.775634765625,509.80517578125,11140265
2016-12-15,521.2589721679688,528.78759765625,519.401611328125,521.5314331054688,506.6534729003906,8921708
2016-12-16,521.0608520507812,526.013916015625,521.0608520507812,523.6116943359375,508.67437744140625,6895825
2016-12-19,522.5467529296875,528.4656982421875,522.224853515625,526.2863159179688,511.2727355957031,6926943
2016-12-20,522.398193359375,525.5186157226562,521.6304931640625,523.983154296875,509.03521728515625,5394088
2016-12-21,525.0728149414062,528.6390380859375,523.636474609375,526.633056640625,511.60955810546875,9399779
2016-12-22,524.03271484375,526.3358764648438,520.540771484375,521.7295532226562,506.8459167480469,13334038
2016-12-23,521.0608520507812,529.456298828125,521.0608520507812,523.6859741210938,508.74658203125,4737311
2016-12-26,522.224853515625,527.9951171875,517.4203491210938,518.8072509765625,504.0070495605469,7070994
2016-12-27,519.00537109375,528.5399780273438,518.5843505859375,527.3512573242188,512.3073120117188,8049872
2016-12-28,528.9362182617188,529.7534790039062,518.6338500976562,519.9216918945312,505.0896911621094,4447617
2016-12-29,520.0702514648438,529.3819580078125,519.8225708007812,527.7227172851562,512.6681518554688,4048426
2016-12-30,527.4007568359375,537.4059448242188,526.5587768554688,536.1181640625,520.8240966796875,7251073
2017-01-02,536.91064453125,539.8824462890625,531.1403198242188,537.4554443359375,522.1232299804688,3275674
2017-01-03,539.8081665039062,543.349609375,535.4742431640625,539.5852661132812,524.1923217773438,2969384
2017-01-04,541.31884765625,541.3683471679688,527.1531372070312,528.5647583007812,513.4862060546875,4796129
2017-01-05,530.4716796875,534.8798828125,529.3572387695312,533.6416015625,518.4181518554688,4030815
2017-01-06,532.056640625,537.4059448242188,531.5117797851562,532.4281005859375,517.2392578125,3620853
2017-01-09,533.4434814453125,537.9012451171875,530.4716796875,533.7902221679688,518.5625610351562,2413173
2017-01-10,534.9293823242188,542.061767578125,534.9293823242188,539.8081665039062,524.4088745117188,5237984
2017-01-11,542.3590087890625,542.7056884765625,536.91064453125,537.926025390625,522.5804443359375,5296152
2017-01-12,538.3965454101562,540.0557861328125,534.830322265625,536.5639038085938,521.2571411132812,2017673
2017-01-13,537.1830444335938,543.5972290039062,537.1830444335938,540.08056640625,524.6734619140625,3338688
2017-01-16,539.857666015625,541.8389282226562,531.9328002929688,533.072021484375,517.8648681640625,5544068
2017-01-17,527.4998168945312,528.9857177734375,514.374267578125,515.736328125,501.023681640625,18106600
2017-01-18,516.4049682617188,519.0796508789062,509.5450134277344,511.42718505859375,496.8374938964844,7322904
2017-01-19,512.7149658203125,517.7423095703125,510.6594543457031,511.9967956542969,497.39080810546875,7053690
2017-01-20,512.12060546875,513.8541870117188,507.1427917480469,508.0838623046875,493.58953857421875,4054233
2017-01-23,506.1026611328125,510.6594543457031,501.6448974609375,503.18035888671875,488.8259582519531,6326471
2017-01-24,503.7251892089844,509.5697937011719,503.7251892089844,508.82684326171875,494.3113098144531,4347000
2017-01-25,511.1547546386719,511.50146484375,503.3041687011719,503.873779296875,489.4995422363281,11009842
2017-01-27,505.3349304199219,509.61932373046875,504.7157897949219,507.7371520996094,493.2527160644531,10089215
2017-01-30,507.6628723144531,518.3119506835938,507.58856201171875,517.4946899414062,502.7319030761719,7235452
2017-01-31,518.5100708007812,521.952392578125,515.2658081054688,517.6928100585938,502.92437744140625,6980274
2017-02-01,518.1385498046875,520.5160522460938,512.73974609375,519.8969116210938,505.06561279296875,5220617
2017-02-02,520.0702514648438,520.4664916992188,514.2504272460938,516.8507690429688,502.1063232421875,4199246
2017-02-03,518.0890502929688,520.2931518554688,510.21368408203125,511.9720153808594,497.36676025390625,6100788
2017-02-06,513.6312866210938,517.544189453125,511.1795349121094,515.9344482421875,501.21612548828125,4611263
2017-02-07,516.1077880859375,516.2811889648438,508.7773132324219,510.60992431640625,496.04351806640625,4571415
2017-02-08,510.60992431640625,514.2504272460938,506.20172119140625,507.7619323730469,493.27679443359375,7490523
2017-02-09,509.1735534667969,512.1453857421875,508.57916259765625,511.5262451171875,496.9336853027344,4551167
2017-02-10,512.6406860351562,512.9130859375,507.9600524902344,510.2384338378906,495.6826477050781,5777310
2017-02-13,511.6500549316406,512.1453857421875,506.20172119140625,510.08984375,495.5382995605469,3953095
2017-02-14,512.6406860351562,521.5066528320312,510.1146240234375,519.97119140625,505.1377258300781,8419890
2017-02-15,521.5066528320312,523.7850341796875,517.717529296875,520.7141723632812,505.85955810546875,7031717
2017-02-16,521.333251953125,529.7039184570312,521.333251953125,528.7380981445312,513.654541015625,9070869
2017-02-17,528.2427978515625,534.037841796875,524.2555541992188,532.7005004882812,517.5039672851562,6852052
2017-02-20,530.248779296875,534.3598022460938,528.2427978515625,532.6510009765625,517.4558715820312,5376741
2017-02-21,532.5519409179688,540.3529663085938,531.487060546875,538.9909057617188,523.6148681640625,6547056
2017-02-22,541.3683471679688,600.1362915039062,540.873046875,598.080810546875,581.0191040039062,58759604
2017-02-23,601.1021728515625,605.2626953125,584.137939453125,585.822021484375,569.1099853515625,28728225
2017-02-27,589.6605834960938,622.4993286132812,589.5863037109375,613.6333618164062,596.1279296875,38499330
2017-02-28,610.2157592773438,618.140625,608.482177734375,613.2123413085938,595.718994140625,16665551
2017-03-01,614.2277221679688,616.3575439453125,609.2251586914062,611.4540405273438,594.0108642578125,11253980
2017-03-02,613.1380615234375,621.4591674804688,607.7639770507812,612.5684814453125,595.0934448242188,8336344
2017-03-03,614.9459228515625,637.853759765625,614.9459228515625,623.3660888671875,605.5830688476562,38907038
2017-03-06,628.5420532226562,649.8401489257812,626.6846313476562,646.54638671875,628.1021728515625,30793458
2017-03-07,653.2330322265625,657.2697143554688,641.9895629882812,646.3482666015625,627.9095458984375,19416016
2017-03-08,647.7103271484375,647.7103271484375,637.0117797851562,639.537841796875,621.29345703125,20000005
2017-03-09,638.9434814453125,642.9058837890625,634.7333374023438,637.333740234375,619.1522216796875,14350087
2017-03-10,639.0672607421875,641.915283203125,624.6786499023438,634.8076782226562,616.6982421875,11438543
2017-03-14,653.1834716796875,653.3073120117188,636.5907592773438,638.69580078125,620.4755249023438,12813559
2017-03-15,639.4635009765625,651.969970703125,639.1416015625,646.3482666015625,627.9095458984375,11125787
2017-03-16,648.8495483398438,649.0476684570312,640.7265625,642.7325439453125,624.3970336914062,7348934
2017-03-17,647.8589477539062,653.77783203125,642.9306640625,644.2432250976562,625.8646240234375,10488640
2017-03-20,646.8683471679688,646.9921875,633.1731567382812,634.3866577148438,616.2891845703125,5939197
2017-03-21,635.080078125,635.922119140625,623.7376098632812,625.9664916992188,608.1092529296875,10428134
2017-03-22,620.1218872070312,627.006591796875,617.4224243164062,623.9357299804688,606.136474609375,9364609
2017-03-23,625.64453125,632.7769165039062,623.0936889648438,630.671875,612.6804809570312,5449349
2017-03-24,631.068115234375,639.93408203125,628.2696533203125,637.333740234375,619.1522216796875,7514381
2017-03-27,629.5822143554688,633.3712768554688,617.744384765625,619.6760864257812,601.998291015625,14976876
2017-03-28,623.0936889648438,626.0655517578125,615.2183227539062,617.0261840820312,599.4240112304688,10017936
2017-03-29,619.9732666015625,624.0842895507812,610.8843994140625,622.425048828125,604.6688842773438,8733582
2017-03-30,621.6077880859375,631.3900756835938,620.6171875,629.3593139648438,611.4053344726562,12858458
2017-03-31,627.05615234375,662.5447387695312,627.05615234375,654.2483520507812,635.5842895507812,20947737
2017-04-03,664.6993408203125,683.7685546875,662.24755859375,680.8710327148438,661.4475708007812,20715169
2017-04-05,691.049560546875,702.3424682617188,683.5704345703125,700.8565673828125,680.8629760742188,18609462
2017-04-06,697.884765625,717.6473999023438,694.5166625976562,712.4962768554688,692.170654296875,23361514
2017-04-07,703.9769897460938,710.2673950195312,694.6900634765625,696.696044921875,676.821044921875,14710432
2017-04-10,698.3800659179688,705.7600708007812,682.18359375,684.1895751953125,664.6714477539062,14199616
2017-04-11,687.4090576171875,693.64990234375,678.6173706054688,679.7318115234375,660.3408203125,14883207
2017-04-12,684.9077758789062,686.7156372070312,669.2313842773438,670.6430053710938,651.5113525390625,12667376
2017-04-13,670.6430053710938,680.2518920898438,667.3491821289062,675.9922485351562,656.7080078125,5867471
2017-04-17,676.09130859375,691.222900390625,676.09130859375,689.3902587890625,669.7236938476562,5463005
2017-04-18,693.4022216796875,698.3800659179688,677.0819702148438,678.6669311523438,659.3063354492188,7391572
2017-04-19,678.0725708007812,684.783935546875,672.4013061523438,677.9735107421875,658.6326904296875,5340733
2017-04-20,683.0255737304688,686.8889770507812,675.6455688476562,678.344970703125,658.9934692382812,3873597
2017-04-21,683.7685546875,703.8284301757812,682.802734375,694.665283203125,674.8483276367188,13951559
2017-04-24,697.9094848632812,710.7626953125,693.5260620117188,702.0452880859375,682.0177001953125,11774019
2017-04-25,723.1453247070312,726.9839477539062,706.3544921875,709.6730346679688,689.4278564453125,16966725
2017-04-26,710.7626953125,713.2639770507812,694.7147827148438,701.5747680664062,681.5606689453125,7736192
2017-04-27,701.84716796875,705.3886108398438,694.5166625976562,698.1323852539062,678.2164306640625,5801788
2017-04-28,698.2562255859375,703.481689453125,688.96923828125,691.049560546875,671.335693359375,5468153
2017-05-02,694.4176025390625,694.4176025390625,676.7352294921875,678.8402709960938,659.4747314453125,8579933
2017-05-03,681.9854736328125,683.8923950195312,676.09130859375,678.6173706054688,659.2582397460938,4384266
2017-05-04,681.0443725585938,683.32275390625,670.667724609375,672.5994262695312,653.411865234375,6629876
2017-05-05,674.4072875976562,677.2553100585938,656.2791137695312,657.8888549804688,639.1209716796875,7198681
2017-05-08,658.7556762695312,663.4610595703125,652.9853515625,654.4960327148438,635.8248291015625,7414794
2017-05-09,655.7838134765625,660.5635375976562,653.9264526367188,658.9290161132812,640.1314697265625,9740485
2017-05-10,661.1331176757812,675.3978881835938,659.0775756835938,673.1690063476562,653.9651489257812,10571126
